period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-06 00:00:00,1500.0,2025-08-05,2025-08-05 22:00:00,2025-08-05 23:03:56.363,0.0,2428.0,0.0,15515.0,1730.0,2024-10-01 03:51:19.304000,0.0,13608.0,0.0,5023.0,9528.0,4257.0,3523.0,20422.0,7112.0,14551.0
00 - 01,2025-08-06 01:00:00,1347.0,2025-08-06,2025-08-05 23:00:00,2025-08-05 23:03:56.363,0.0,2944.0,267.0,13967.0,418.0,2024-10-01 03:51:19.304000,0.0,13350.0,0.0,6301.0,8804.0,4744.0,4954.0,20446.0,7129.0,15106.0
01 - 02,2025-08-06 02:00:00,1292.0,2025-08-06,2025-08-06 00:00:00,2025-08-05 23:03:56.363,0.0,3380.0,270.0,13384.0,-57.0,2024-10-01 03:51:19.304000,0.0,13354.0,0.0,7648.0,8300.0,5141.0,6356.0,20459.0,7097.0,15949.0
02 - 03,2025-08-06 03:00:00,1263.0,2025-08-06,2025-08-06 01:00:00,2025-08-05 23:03:56.363,0.0,3649.0,270.0,13054.0,-69.0,2024-10-01 03:51:19.304000,0.0,13087.0,0.0,9215.0,7806.0,5317.0,7952.0,20460.0,7097.0,17021.0
03 - 04,2025-08-06 04:00:00,1261.0,2025-08-06,2025-08-06 02:00:00,2025-08-05 23:03:56.363,0.0,3771.0,270.0,13041.0,-70.0,2024-10-01 03:51:19.304000,0.0,13124.0,0.0,10598.0,7702.0,5410.0,9337.0,20460.0,7097.0,18299.0
04 - 05,2025-08-06 05:00:00,1263.0,2025-08-06,2025-08-06 03:00:00,2025-08-05 23:03:56.363,1.0,3828.0,270.0,13040.0,-92.0,2024-10-01 03:51:19.304000,0.0,13130.0,0.0,11550.0,7666.0,5466.0,10287.0,20464.0,7092.0,19216.0
05 - 06,2025-08-06 06:00:00,1290.0,2025-08-06,2025-08-06 04:00:00,2025-08-05 23:03:56.363,130.0,3904.0,304.0,13329.0,-108.0,2024-10-01 03:51:19.304000,0.0,13425.0,0.0,11891.0,7811.0,5626.0,10601.0,20486.0,7092.0,19702.0
06 - 07,2025-08-06 07:00:00,1461.0,2025-08-06,2025-08-06 05:00:00,2025-08-05 23:03:56.363,898.0,3803.0,270.0,14806.0,26.0,2024-10-01 03:51:19.304000,0.0,14766.0,0.0,11320.0,8803.0,5977.0,9859.0,20663.0,7092.0,20123.0
07 - 08,2025-08-06 08:00:00,1601.0,2025-08-06,2025-08-06 06:00:00,2025-08-05 23:03:56.363,2795.0,3774.0,340.0,15282.0,-95.0,2024-10-16 11:22:43.468000,0.0,5422.0,26325.0,11640.0,8582.0,6795.0,10039.0,20815.0,7092.0,20223.0
08 - 09,2025-08-06 09:00:00,1655.0,2025-08-06,2025-08-06 07:00:00,2025-08-05 23:03:56.363,5275.0,4140.0,639.0,14468.0,-434.0,2024-10-16 11:22:43.468000,0.0,6667.0,26325.0,13338.0,6760.0,8143.0,11683.0,20655.0,7102.0,20098.0
09 - 10,2025-08-06 10:00:00,1659.0,2025-08-06,2025-08-06 08:00:00,2025-08-05 23:03:56.363,7341.0,4527.0,1688.0,13388.0,-858.0,2024-10-16 11:22:43.468000,0.0,7922.0,26325.0,13997.0,4963.0,9283.0,12338.0,20472.0,7108.0,18960.0
10 - 11,2025-08-06 11:00:00,1632.0,2025-08-06,2025-08-06 09:00:00,2025-08-05 23:03:56.363,8791.0,4756.0,2377.0,12644.0,-1961.0,2024-10-16 11:22:43.468000,0.0,8770.0,26325.0,13856.0,4516.0,10090.0,12224.0,20441.0,7117.0,18371.0
11 - 12,2025-08-06 12:00:00,1662.0,2025-08-06,2025-08-06 10:00:00,2025-08-05 23:03:56.363,9403.0,4981.0,2452.0,12916.0,-1151.0,2024-10-16 11:22:43.468000,0.0,9254.0,26325.0,14778.0,3498.0,10569.0,13116.0,20426.0,7132.0,18275.0
12 - 13,2025-08-06 13:00:00,1688.0,2025-08-06,2025-08-06 11:00:00,2025-08-05 23:03:56.363,9535.0,5074.0,2310.0,13153.0,-1193.0,2024-10-16 11:22:43.468000,0.0,9404.0,26325.0,14631.0,3648.0,10698.0,12943.0,20627.0,6932.0,18279.0
13 - 14,2025-08-06 14:00:00,1686.0,2025-08-06,2025-08-06 12:00:00,2025-08-05 23:03:56.363,9481.0,4965.0,1935.0,13152.0,-1055.0,2024-10-16 11:22:43.468000,0.0,9270.0,26325.0,14637.0,3639.0,10568.0,12951.0,20651.0,6907.0,18275.0
14 - 15,2025-08-06 15:00:00,1680.0,2025-08-06,2025-08-06 13:00:00,2025-08-05 23:03:56.363,9160.0,4793.0,2625.0,13112.0,-965.0,2024-10-16 11:22:43.468000,0.0,8957.0,26325.0,14454.0,3821.0,10256.0,12774.0,21118.0,6906.0,18275.0
15 - 16,2025-08-06 16:00:00,1712.0,2025-08-06,2025-08-06 14:00:00,2025-08-05 23:03:56.363,8588.0,4623.0,2803.0,13466.0,-1797.0,2024-10-16 11:22:43.468000,0.0,8536.0,26325.0,12827.0,5426.0,9837.0,11115.0,21163.0,6928.0,18253.0
16 - 17,2025-08-06 17:00:00,1717.0,2025-08-06,2025-08-06 15:00:00,2025-08-05 23:03:56.363,7668.0,4356.0,2826.0,13719.0,-636.0,2024-10-16 11:22:43.468000,0.0,7873.0,26325.0,13119.0,5139.0,9216.0,11402.0,21160.0,6931.0,18258.0
17 - 18,2025-08-06 18:00:00,1724.0,2025-08-06,2025-08-06 16:00:00,2025-08-05 23:03:56.363,6178.0,3860.0,2778.0,14303.0,-314.0,2024-10-16 11:22:43.468000,0.0,6737.0,26325.0,11897.0,6374.0,8244.0,10173.0,21177.0,6913.0,18270.0
18 - 19,2025-08-06 19:00:00,1759.0,2025-08-06,2025-08-06 17:00:00,2025-08-05 23:03:56.363,3927.0,3125.0,1787.0,16025.0,-214.0,2024-10-16 11:22:43.468000,0.0,5035.0,26325.0,9679.0,9464.0,6775.0,7920.0,21320.0,6898.0,19143.0
19 - 20,2025-08-06 20:00:00,1771.0,2025-08-06,2025-08-06 18:00:00,2025-08-05 23:03:56.363,1477.0,2494.0,795.0,17653.0,1452.0,2024-10-16 11:22:43.468000,0.0,3351.0,26325.0,9567.0,10966.0,5235.0,7796.0,21940.0,6896.0,20534.0
20 - 21,2025-08-06 21:00:00,1772.0,2025-08-06,2025-08-06 19:00:00,2025-08-05 23:03:56.363,221.0,2332.0,361.0,18363.0,2189.0,2024-10-16 11:22:43.468000,0.0,2637.0,26325.0,9489.0,11612.0,4562.0,7717.0,21994.0,6874.0,21100.0
21 - 22,2025-08-06 22:00:00,1736.0,2025-08-06,2025-08-06 20:00:00,2025-08-05 23:03:56.363,3.0,2440.0,316.0,18048.0,1909.0,2024-10-16 11:22:43.468000,0.0,2646.0,26325.0,9583.0,11631.0,4508.0,7847.0,21958.0,6866.0,21214.0
22 - 23,2025-08-06 23:00:00,1613.0,2025-08-06,2025-08-06 21:00:00,2025-08-05 23:03:56.363,0.0,2637.0,316.0,16494.0,1352.0,2024-10-01 03:51:19.304000,0.0,14827.0,0.0,10560.0,10553.0,4589.0,8947.0,21761.0,6861.0,21112.0
