period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-10 00:00:00,2105.0,2025-08-09,2025-08-09 22:00:00,2025-08-07 13:33:45.769,0.0,2046.0,0.0,14506.0,12.0,2024-10-01 03:51:19.304000,0.0,3032.0,0.0,9298.0,10724.0,3771.0,7194.0,20022.0,7904.0,20022.0
00 - 01,2025-08-10 01:00:00,1893.0,2025-08-10,2025-08-09 23:00:00,2025-08-07 13:43:20.848,0.0,2258.0,0.0,13012.0,30.0,2024-10-01 03:51:19.304000,0.0,3130.0,0.0,11276.0,9054.0,3928.0,9383.0,20329.0,7871.0,20329.0
01 - 02,2025-08-10 02:00:00,1782.0,2025-08-10,2025-08-10 00:00:00,2025-08-07 13:43:20.848,0.0,2401.0,0.0,12218.0,30.0,2024-10-01 03:51:19.304000,0.0,3219.0,0.0,12081.0,8149.0,4039.0,10300.0,20230.0,7866.0,20230.0
02 - 03,2025-08-10 03:00:00,1733.0,2025-08-10,2025-08-10 01:00:00,2025-08-07 13:43:20.848,0.0,2452.0,0.0,11868.0,30.0,2024-10-01 03:51:19.304000,0.0,3257.0,0.0,12308.0,7751.0,4086.0,10576.0,20060.0,7866.0,20060.0
03 - 04,2025-08-10 04:00:00,1698.0,2025-08-10,2025-08-10 02:00:00,2025-08-07 13:43:20.848,0.0,2447.0,0.0,11618.0,30.0,2024-10-01 03:51:19.304000,0.0,3240.0,0.0,12554.0,7506.0,4082.0,10857.0,20060.0,7866.0,20060.0
04 - 05,2025-08-10 05:00:00,1668.0,2025-08-10,2025-08-10 03:00:00,2025-08-07 13:43:20.848,0.0,2465.0,0.0,11407.0,30.0,2024-10-01 03:51:19.304000,0.0,3247.0,0.0,12783.0,7277.0,4100.0,11115.0,20060.0,7866.0,20060.0
05 - 06,2025-08-10 06:00:00,1649.0,2025-08-10,2025-08-10 04:00:00,2025-08-07 13:43:20.848,97.0,2445.0,0.0,11214.0,30.0,2024-10-01 03:51:19.304000,0.0,3258.0,0.0,12997.0,7063.0,4121.0,11348.0,20060.0,7866.0,20060.0
06 - 07,2025-08-10 07:00:00,1703.0,2025-08-10,2025-08-10 05:00:00,2025-08-07 13:43:20.848,720.0,2334.0,923.0,11256.0,30.0,2024-10-01 03:51:19.304000,0.0,3392.0,0.0,12271.0,6981.0,4245.0,10568.0,20175.0,7866.0,19252.0
07 - 08,2025-08-10 08:00:00,1827.0,2025-08-10,2025-08-10 06:00:00,2025-08-07 13:43:20.848,2283.0,2246.0,1440.0,11267.0,30.0,2024-10-01 03:51:19.304000,0.0,3959.0,0.0,12230.0,6408.0,4828.0,10403.0,20078.0,7866.0,18638.0
08 - 09,2025-08-10 09:00:00,1938.0,2025-08-10,2025-08-10 07:00:00,2025-08-07 13:43:20.848,4516.0,2215.0,1495.0,10808.0,30.0,2024-10-01 03:51:19.304000,0.0,4836.0,0.0,13555.0,5010.0,5768.0,11616.0,20060.0,7868.0,18565.0
09 - 10,2025-08-10 10:00:00,2011.0,2025-08-10,2025-08-10 08:00:00,2025-08-07 13:43:20.848,6392.0,2303.0,1495.0,10599.0,30.0,2024-10-01 03:51:19.304000,0.0,5680.0,0.0,14640.0,3925.0,6644.0,12629.0,20060.0,7868.0,18565.0
10 - 11,2025-08-10 11:00:00,2050.0,2025-08-10,2025-08-10 09:00:00,2025-08-07 13:43:20.848,7545.0,2571.0,1495.0,10312.0,30.0,2024-10-01 03:51:19.304000,0.0,6402.0,0.0,15688.0,2877.0,7405.0,13637.0,20060.0,7868.0,18565.0
11 - 12,2025-08-10 12:00:00,2048.0,2025-08-10,2025-08-10 10:00:00,2025-08-07 13:43:20.848,7961.0,2984.0,1495.0,10867.0,30.0,2024-10-01 03:51:19.304000,0.0,6997.0,0.0,15728.0,2837.0,8000.0,13680.0,20060.0,7868.0,18565.0
12 - 13,2025-08-10 13:00:00,2047.0,2025-08-10,2025-08-10 11:00:00,2025-08-07 13:43:20.848,7877.0,3453.0,1495.0,10907.0,30.0,2024-10-01 03:51:19.304000,0.0,7408.0,0.0,16121.0,2444.0,8433.0,14074.0,20060.0,7868.0,18565.0
13 - 14,2025-08-10 14:00:00,2047.0,2025-08-10,2025-08-10 12:00:00,2025-08-07 13:43:20.848,7590.0,4048.0,1495.0,11068.0,30.0,2024-10-01 03:51:19.304000,0.0,7862.0,0.0,16430.0,2134.0,8903.0,14384.0,20060.0,7868.0,18565.0
14 - 15,2025-08-10 15:00:00,2063.0,2025-08-10,2025-08-10 13:00:00,2025-08-07 13:43:20.848,7229.0,4556.0,1495.0,11397.0,30.0,2024-10-01 03:51:19.304000,0.0,8208.0,0.0,16447.0,2118.0,9250.0,14384.0,20060.0,7868.0,18565.0
15 - 16,2025-08-10 16:00:00,2097.0,2025-08-10,2025-08-10 14:00:00,2025-08-07 13:43:20.848,6799.0,4866.0,1495.0,11863.0,30.0,2024-10-01 03:51:19.304000,0.0,8345.0,0.0,16103.0,2462.0,9371.0,14006.0,20060.0,7868.0,18565.0
16 - 17,2025-08-10 17:00:00,2144.0,2025-08-10,2025-08-10 15:00:00,2025-08-07 13:43:20.848,6086.0,5065.0,1495.0,12485.0,30.0,2024-10-01 03:51:19.304000,0.0,8275.0,0.0,15381.0,3184.0,9271.0,13237.0,20060.0,7868.0,18565.0
17 - 18,2025-08-10 18:00:00,2246.0,2025-08-10,2025-08-10 16:00:00,2025-08-07 13:43:20.848,4903.0,4988.0,1184.0,13060.0,30.0,2024-10-01 03:51:19.304000,0.0,7755.0,0.0,14586.0,4290.0,8740.0,12340.0,20060.0,7868.0,18876.0
18 - 19,2025-08-10 19:00:00,2319.0,2025-08-10,2025-08-10 17:00:00,2025-08-07 13:43:20.848,3179.0,4502.0,1066.0,14274.0,30.0,2024-10-01 03:51:19.304000,0.0,6673.0,0.0,12353.0,6641.0,7603.0,10034.0,20060.0,7866.0,18994.0
19 - 20,2025-08-10 20:00:00,2343.0,2025-08-10,2025-08-10 18:00:00,2025-08-07 13:43:20.848,1254.0,4016.0,1055.0,15528.0,30.0,2024-10-01 03:51:19.304000,0.0,5438.0,0.0,11019.0,9138.0,6360.0,8675.0,21212.0,7866.0,20157.0
20 - 21,2025-08-10 21:00:00,2348.0,2025-08-10,2025-08-10 19:00:00,2025-08-07 13:43:20.848,165.0,3697.0,132.0,16169.0,30.0,2024-10-01 03:51:19.304000,0.0,4713.0,0.0,10581.0,10562.0,5577.0,8233.0,21274.0,7866.0,21142.0
21 - 22,2025-08-10 22:00:00,2339.0,2025-08-10,2025-08-10 20:00:00,2025-08-07 13:43:20.848,2.0,3535.0,0.0,16199.0,30.0,2024-10-01 03:51:19.304000,0.0,4484.0,0.0,10627.0,10827.0,5342.0,8288.0,21454.0,7866.0,21454.0
22 - 23,2025-08-10 23:00:00,2272.0,2025-08-10,2025-08-10 21:00:00,2025-08-07 13:43:20.848,0.0,3441.0,0.0,15718.0,30.0,2024-10-01 03:51:19.304000,0.0,4380.0,0.0,10754.0,10458.0,5230.0,8482.0,21212.0,7866.0,21212.0
