dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par
2025-07-19 00:15:00,0.0,637.0,00:00 - 00:15,,,10611.0,2025-07-18 22:15:00,3695.0,22:00 - 22:15,15450.0,,,2025-07-19,0.0,,10154.0,,,,,2025-07-19 12:19:45.724,2685.0,,714.0,,15014.0,,,,,3170.0,2025-07-19 10:19:45.724,10154.0,15728.0,645.0,1477.0
2025-07-19 00:30:00,0.0,648.0,00:15 - 00:30,,,10611.0,2025-07-18 22:30:00,3746.0,22:15 - 22:30,15250.0,,,2025-07-19,0.0,,9937.0,,,,,2025-07-19 12:19:45.724,2232.0,,714.0,,15014.0,,,,,3182.0,2025-07-19 10:19:45.724,9937.0,15728.0,645.0,1486.0
2025-07-19 00:45:00,0.0,746.0,00:30 - 00:45,,,10485.0,2025-07-18 22:45:00,3455.0,22:30 - 22:45,15050.0,,,2025-07-19,0.0,,9646.0,,,,,2025-07-19 12:19:45.724,2523.0,,714.0,,15140.0,,,,,3280.0,2025-07-19 10:19:45.724,9646.0,15854.0,645.0,1485.0
2025-07-19 01:00:00,0.0,728.0,00:45 - 01:00,,,10820.0,2025-07-18 23:00:00,3525.0,22:45 - 23:00,14850.0,,,2025-07-19,0.0,,9716.0,,,,,2025-07-19 12:19:45.724,2453.0,,714.0,,14805.0,,,,,3261.0,2025-07-19 10:19:45.724,9716.0,15519.0,645.0,1473.0
2025-07-19 01:15:00,0.0,831.0,01:00 - 01:15,,,10797.0,2025-07-18 23:15:00,3564.0,23:00 - 23:15,14700.0,,,2025-07-19,0.0,,9755.0,,,,,2025-07-19 12:19:45.724,2437.0,,714.0,,14828.0,,,,,3336.0,2025-07-19 10:19:45.724,9755.0,15542.0,645.0,982.0
2025-07-19 01:30:00,0.0,804.0,01:15 - 01:30,,,10797.0,2025-07-18 23:30:00,3539.0,23:15 - 23:30,14600.0,,,2025-07-19,0.0,,9730.0,,,,,2025-07-19 12:19:45.724,2462.0,,714.0,,14828.0,,,,,3309.0,2025-07-19 10:19:45.724,9730.0,15542.0,645.0,946.0
2025-07-19 01:45:00,0.0,839.0,01:30 - 01:45,,,10710.0,2025-07-18 23:45:00,3321.0,23:30 - 23:45,14400.0,,,2025-07-19,0.0,,9512.0,,,,,2025-07-19 12:19:45.724,2680.0,,714.0,,14915.0,,,,,3369.0,2025-07-19 10:19:45.724,9512.0,15629.0,645.0,887.0
2025-07-19 02:00:00,0.0,844.0,01:45 - 02:00,,,10964.0,2025-07-19 00:00:00,3236.0,23:45 - 24:00,14250.0,,,2025-07-19,0.0,,9427.0,,,,,2025-07-19 12:19:45.724,2765.0,,714.0,,14661.0,,,,,3375.0,2025-07-19 10:19:45.724,9427.0,15375.0,645.0,862.0
2025-07-19 02:15:00,0.0,849.0,02:00 - 02:15,,,10944.0,2025-07-19 00:15:00,3322.0,00:00 - 00:15,14150.0,,,2025-07-19,0.0,,9513.0,,,,,2025-07-19 12:19:45.724,2679.0,,714.0,,14681.0,,,,,3261.0,2025-07-19 10:19:45.724,9513.0,15395.0,645.0,743.0
2025-07-19 02:30:00,0.0,871.0,02:15 - 02:30,,,10919.0,2025-07-19 00:30:00,3274.0,00:15 - 00:30,14100.0,,,2025-07-19,0.0,,9465.0,,,,,2025-07-19 12:19:45.724,2727.0,,714.0,,14706.0,,,,,3283.0,2025-07-19 10:19:45.724,9465.0,15420.0,645.0,720.0
